lcl|NW_011934501.1_cds_XP_011426503.1_1	T27A3.6	45.455	143	75	2	4	423	196	338	1.14e-28	107
lcl|NW_011934501.1_cds_XP_011434216.1_2	T27A3.6	45.455	143	75	2	4	423	196	338	1.14e-28	107
lcl|NW_011934501.1_cds_XP_011445785.1_3	C48E7.2	29.054	148	105	0	1	444	341	488	1.54e-22	94.4
lcl|NW_011934512.1_cds_XP_011426108.1_6	Y41D4A.6a	29.177	401	258	11	10	1176	61	447	2.58e-31	124
lcl|NW_011934516.1_cds_XP_011428421.2_8	R11F4.1	43.564	101	57	0	31	333	3	103	1.30e-25	99.8
lcl|NW_011934516.1_cds_XP_019923453.1_9	R11F4.1	43.564	101	57	0	31	333	3	103	1.30e-25	99.8
lcl|NW_011934516.1_cds_XP_019923670.1_10	R11F4.1	43.564	101	57	0	31	333	3	103	1.30e-25	99.8
lcl|NW_011934520.1_cds_XP_011429578.1_13	F36H1.2h	27.811	338	233	4	19	1029	61	388	8.28e-27	115
lcl|NW_011934520.1_cds_XP_011429578.1_13	F36H1.2h	34.529	223	137	2	451	1092	96	318	1.38e-25	111
lcl|NW_011934527.1_cds_XP_011437695.1_20	Y49F6B.4	45.355	183	82	5	199	711	88	264	1.05e-33	127
lcl|NW_011934528.1_cds_XP_019926840.1_21	C47E12.1	67.223	479	157	0	1	1437	1	479	0.0	685
lcl|NW_011934533.1_cds_XP_019929118.1_28	R12E2.1	29.946	551	360	10	133	1764	42	573	2.42e-64	222
lcl|NW_011934533.1_cds_XP_011446188.1_29	R12E2.1	29.946	551	360	10	133	1764	42	573	2.42e-64	222
lcl|NW_011934533.1_cds_XP_011446961.1_30	R12E2.1	29.946	551	360	10	133	1764	42	573	2.42e-64	222
lcl|NW_011934533.1_cds_XP_011447717.1_31	R12E2.1	29.946	551	360	10	133	1764	42	573	2.42e-64	222
lcl|NW_011934533.1_cds_XP_011448856.1_32	ZK632.2	36.590	481	272	14	361	1722	65	539	4.41e-62	221
lcl|NW_011934533.1_cds_XP_011449976.1_33	F25H5.4a	75.858	787	180	2	1	2331	66	852	0.0	1212
lcl|NW_011934534.1_cds_XP_011452277.1_35	Y66H1A.2a	61.765	238	89	1	1	714	1	236	5.12e-109	313
lcl|NW_011934534.1_cds_XP_011453429.1_36	F10F2.1b	40.865	416	209	8	559	1707	1753	2164	9.59e-85	299
lcl|NW_011934547.1_cds_XP_011423879.2_53	F27B3.2d	31.288	163	108	2	1	477	42	204	2.20e-26	103
lcl|NW_011934548.1_cds_XP_011424376.1_54	F45E12.2a	38.660	582	322	13	19	1749	5	556	9.16e-122	379
lcl|NW_011934548.1_cds_XP_019922042.1_55	F45E12.2a	38.660	582	322	13	19	1749	5	556	7.42e-122	380
lcl|NW_011934548.1_cds_XP_011424190.1_56	F38H4.7	41.850	454	244	9	163	1485	152	598	1.02e-112	345
lcl|NW_011934548.1_cds_XP_011424499.1_57	M03A1.6b	34.201	538	294	13	208	1704	52	568	6.23e-88	291
lcl|NW_011934548.1_cds_XP_011424582.1_58	M03A1.6a	34.457	534	290	13	220	1704	68	580	5.24e-88	291
lcl|NW_011934551.1_cds_XP_011424700.1_59	Y48G1C.2a	34.899	298	156	10	3100	3981	262	525	2.27e-39	155
lcl|NW_011934555.1_cds_XP_011425356.1_65	W04D2.1b	65.193	882	302	4	16	2655	16	894	0.0	1222
lcl|NW_011934555.1_cds_XP_011425276.1_66	W04D2.1b	65.306	882	301	4	16	2655	16	894	0.0	1224
lcl|NW_011934557.1_cds_XP_011425759.1_69	Y54E10BR.6	75.294	170	42	0	1	510	24	193	2.63e-90	261
lcl|NW_011934557.1_cds_XP_011425871.1_70	F45G2.6	36.000	150	88	2	1219	1650	265	412	1.97e-23	103
lcl|NW_011934557.1_cds_NP_001292274.1_71	C26F1.4	49.630	135	59	3	1	393	1	130	8.55e-28	99.4
lcl|NW_011934558.1_cds_XP_011426919.1_83	F01F1.8a	67.537	536	166	3	1	1590	1	534	0.0	721
lcl|NW_011934558.1_cds_XP_011427038.1_84	K10D2.6	50.608	658	310	6	64	2016	13	662	0.0	690
lcl|NW_011934558.1_cds_XP_011427121.1_85	K10D2.6	50.608	658	310	6	64	2016	13	662	0.0	690
lcl|NW_011934558.1_cds_XP_011427533.1_88	B0361.5b	37.892	351	183	7	109	1152	54	372	4.11e-61	201
lcl|NW_011934558.1_cds_XP_011427448.1_89	B0361.5b	39.744	312	155	5	292	1221	92	372	1.50e-59	198
lcl|NW_011934558.1_cds_XP_011427644.1_90	B0035.12	27.500	480	317	9	208	1611	40	500	1.13e-48	186
lcl|NW_011934558.1_cds_XP_011427644.1_90	B0035.12	39.896	193	108	4	2041	2613	575	761	3.08e-33	138
lcl|NW_011934559.1_cds_XP_019923135.1_93	Y64G10A.7d	24.950	994	538	42	454	3228	736	1590	1.58e-28	125
lcl|NW_011934559.1_cds_XP_019923135.1_93	Y64G10A.7d	24.733	938	463	38	1162	3561	709	1541	2.38e-25	115
lcl|NW_011934559.1_cds_XP_019923135.1_93	Y64G10A.7d	24.504	1008	529	44	472	3141	697	1590	1.40e-23	109
lcl|NW_011934567.1_cds_XP_011430784.1_106	H06H21.10e	34.760	1145	629	25	43	3213	49	1163	0.0	618
lcl|NW_011934567.1_cds_XP_011431095.1_107	H06H21.10c	34.760	1145	629	25	52	3222	14	1128	0.0	619
lcl|NW_011934567.1_cds_XP_011430687.1_108	H06H21.10c	34.760	1145	629	25	52	3222	14	1128	0.0	618
lcl|NW_011934567.1_cds_XP_011430939.1_109	H06H21.10e	34.760	1145	629	25	13	3183	49	1163	0.0	618
lcl|NW_011934567.1_cds_XP_011430863.1_110	H06H21.10e	34.760	1145	629	25	22	3192	49	1163	0.0	619
lcl|NW_011934567.1_cds_XP_011431912.1_111	H06H21.10c	34.760	1145	629	25	52	3222	14	1128	0.0	618
lcl|NW_011934567.1_cds_XP_011431167.1_112	H06H21.10e	34.760	1145	629	25	52	3222	49	1163	0.0	619
lcl|NW_011934567.1_cds_XP_019923816.1_113	H06H21.10b	34.760	1145	629	25	52	3222	14	1128	0.0	618
lcl|NW_011934567.1_cds_XP_011431018.1_114	H06H21.10b	34.760	1145	629	25	52	3222	14	1128	0.0	618
lcl|NW_011934567.1_cds_XP_011431250.1_115	H06H21.10d	34.760	1145	629	25	52	3222	49	1163	0.0	618
lcl|NW_011934567.1_cds_XP_011431328.1_116	H06H21.10d	34.760	1145	629	25	52	3222	49	1163	0.0	618
lcl|NW_011934567.1_cds_XP_011431679.1_117	H06H21.10d	34.760	1145	629	25	52	3222	49	1163	0.0	618
lcl|NW_011934567.1_cds_XP_011431755.1_118	H06H21.10d	34.760	1145	629	25	52	3222	49	1163	0.0	618
lcl|NW_011934567.1_cds_XP_019923966.1_119	H06H21.10e	34.760	1145	629	25	52	3222	49	1163	0.0	617
lcl|NW_011934567.1_cds_XP_019923983.1_120	H06H21.10e	34.760	1145	629	25	52	3222	49	1163	0.0	617
lcl|NW_011934567.1_cds_XP_011431488.1_121	H06H21.10e	34.760	1145	629	25	52	3222	49	1163	0.0	617
lcl|NW_011934567.1_cds_XP_019924112.1_122	H06H21.10c	34.760	1145	629	25	52	3222	14	1128	0.0	618
lcl|NW_011934567.1_cds_XP_019924127.1_123	H06H21.10d	36.258	1037	539	23	52	2907	49	1048	0.0	619
lcl|NW_011934574.1_cds_XP_011433046.1_131	F58H1.1	29.797	1037	625	27	187	3147	141	1124	9.69e-142	455
lcl|NW_011934574.1_cds_XP_011433124.1_132	F58H1.1	29.797	1037	625	27	187	3147	141	1124	9.69e-142	455
lcl|NW_011934574.1_cds_XP_011433197.1_133	F58H1.1	29.797	1037	625	27	187	3147	141	1124	9.69e-142	455
lcl|NW_011934574.1_cds_XP_011433280.1_134	F58H1.1	29.797	1037	625	27	187	3147	141	1124	9.69e-142	455
lcl|NW_011934574.1_cds_XP_019924487.1_135	H12C20.2	38.630	365	216	2	31	1101	5	369	4.85e-88	294
lcl|NW_011934575.1_cds_XP_011433497.1_137	W03C9.3	73.913	207	51	3	4	615	3	209	1.33e-111	317
lcl|NW_011934575.1_cds_XP_011433606.1_138	F29B9.1	35.714	238	140	6	1	684	1	235	1.55e-39	136
