lcl|NW_011934528.1_cds_XP_019926840.1_21	FBgn0031497	72.381	945	253	8	442	1382	698	1638	9.27e-140	499
lcl|NW_011934533.1_cds_XP_011449976.1_33	FBgn0000559	71.355	974	263	10	1243	2208	2763	3728	2.41e-130	469
lcl|NW_011934555.1_cds_XP_011425356.1_65	FBgn0000667	77.262	409	93	0	95	503	11451	11859	3.15e-85	319
lcl|NW_011934555.1_cds_XP_011425276.1_66	FBgn0000667	77.262	409	93	0	95	503	11451	11859	3.15e-85	319
lcl|NW_011934557.1_cds_XP_011425759.1_69	FBgn0051155	71.010	307	89	0	14	320	159	465	5.10e-36	153
lcl|NW_011934557.1_cds_NP_001292274.1_71	FBgn0038834	81.395	129	24	0	205	333	642	770	5.37e-28	125
lcl|NW_011934558.1_cds_XP_011426919.1_83	FBgn0027329	67.036	1265	407	5	138	1394	661	1923	1.26e-106	389
lcl|NW_011934558.1_cds_XP_011427533.1_88	FBgn0026576	70.325	246	73	0	682	927	2093	2338	3.02e-24	115
lcl|NW_011934558.1_cds_XP_011427448.1_89	FBgn0026576	70.325	246	73	0	751	996	2093	2338	3.20e-24	115
lcl|NW_011934575.1_cds_XP_011433497.1_137	FBgn0015795	73.023	215	58	0	178	392	1236	1450	2.47e-28	127
lcl|NW_011934577.1_cds_XP_011434218.1_140	FBgn0002022	67.784	388	112	7	337	716	1052	1434	5.62e-25	117
lcl|NW_011934589.1_cds_XP_011438979.1_178	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.16e-46	190
lcl|NW_011934589.1_cds_XP_011439050.1_179	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.15e-46	190
lcl|NW_011934589.1_cds_XP_011439663.1_180	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.10e-46	190
lcl|NW_011934589.1_cds_XP_011439739.1_181	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.09e-46	190
lcl|NW_011934589.1_cds_XP_011439278.1_182	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.13e-46	190
lcl|NW_011934589.1_cds_XP_011439365.1_183	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.13e-46	190
lcl|NW_011934589.1_cds_XP_011439443.1_184	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.13e-46	190
lcl|NW_011934589.1_cds_XP_011439135.1_185	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.14e-46	190
lcl|NW_011934589.1_cds_XP_011439208.1_186	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.14e-46	190
lcl|NW_011934589.1_cds_XP_011439514.1_187	FBgn0032243	72.537	335	92	0	781	1115	1599	1933	2.12e-46	190
lcl|NW_011934591.1_cds_XP_011441856.1_204	FBgn0037263	73.659	205	52	2	136	339	803	1006	2.45e-26	120
lcl|NW_011934591.1_cds_XP_011442237.1_207	FBgn0021767	77.500	160	34	2	622	780	3555	3713	8.37e-26	120
lcl|NW_011934591.1_cds_XP_011442434.1_208	FBgn0020626	72.202	277	75	2	1150	1425	1561	1836	3.55e-33	146
lcl|NW_011934591.1_cds_XP_011442354.1_209	FBgn0020626	72.202	277	75	2	1150	1425	1561	1836	3.55e-33	146
lcl|NW_011934594.1_cds_XP_011444203.1_223	FBgn0039713	71.759	216	61	0	135	350	1227	1442	1.60e-24	115
lcl|NW_011934594.1_cds_XP_011444489.1_224	FBgn0261456	70.634	773	215	5	58	824	220	986	5.59e-98	360
lcl|NW_011934594.1_cds_XP_011444334.1_225	FBgn0261456	70.634	773	215	5	58	824	220	986	5.84e-98	360
lcl|NW_011934594.1_cds_XP_011444411.1_226	FBgn0261456	71.976	678	186	3	146	821	311	986	7.10e-97	357
lcl|NW_011934594.1_cds_XP_011444553.1_227	FBgn0261456	70.634	773	215	5	58	824	220	986	4.58e-98	360
lcl|NW_011934623.1_cds_XP_011414040.2_358	FBgn0032651	75.135	185	46	0	356	540	1445	1629	2.70e-28	127
lcl|NW_011934623.1_cds_XP_019918854.1_359	FBgn0051368	67.519	1213	371	10	2407	3600	7361	8569	1.19e-105	388
lcl|NW_011934632.1_cds_XP_011422087.1_446	FBgn0285948	77.059	170	39	0	16	185	323	492	1.43e-29	132
lcl|NW_011934632.1_cds_XP_011422159.1_447	FBgn0285948	77.647	170	38	0	16	185	323	492	3.36e-31	136
lcl|NW_011934637.1_cds_XP_011424185.1_495	FBgn0266488	67.285	1617	482	25	301	1898	712	2300	3.02e-128	462
lcl|NW_011934637.1_cds_XP_011424195.1_496	FBgn0266488	67.285	1617	482	25	280	1877	712	2300	2.99e-128	462
lcl|NW_011934637.1_cds_XP_011424204.1_497	FBgn0266488	67.633	1483	437	23	40	1505	844	2300	5.32e-124	446
lcl|NW_011934637.1_cds_NP_001292222.1_498	FBgn0266488	68.356	967	278	13	700	1653	1179	2130	3.55e-89	332
